english_normalized,english_raw,thai,usage_count,source_ids,context_variants,status,notes
the red orb suddenly began shining\nby itself!$,The RED ORB suddenly began shining\nby itself!$,จู่ ๆ ลูกแก้วสีแดงก็เริ่มส่องแสง\nขึ้นมาเอง!$,1,dlg_30a432ed17b0bf86,,draft,
"the stone badge heightens the attack\npower of your pokémon.\pit also enables them to use the hm move\ncut outside of battle.\pplease take this with you, too.$","The STONE BADGE heightens the ATTACK\npower of your POKéMON.\pIt also enables them to use the HM move\nCUT outside of battle.\pPlease take this with you, too.$",สโตนแบดจ์จะเพิ่ม\nพลังโจมตีของโปเกมอนคุณ\pและทำให้โปเกมอนใช้ท่า HM คัต\nนอกการต่อสู้ได้ด้วย\pโปรดรับสิ่งนี้ไปด้วยค่ะ$,1,dlg_48d242ce72b871a1,,draft,
"the technical machine i handed you\ncontains water pulse.\pin use, it will occasionally confuse\nthe target with ultrasonic waves.\p... ... ... ... ... ...$","The TECHNICAL MACHINE I handed you\ncontains WATER PULSE.\pIn use, it will occasionally confuse\nthe target with ultrasonic waves.\p… … … … … …$",เทคนิคแมชชีนที่ข้ามอบให้\nบรรจุท่ามิซึโนะฮาโด\pเมื่อใช้ บางครั้งคลื่นเสียงความถี่สูง\nจะทำให้เป้าหมายสับสน\p… … … … … …$,1,dlg_b78ca7c65ffc780f,,draft,
"the trainers who have gathered all\nthe gym badges of hoenn should make\lway to the ultimate destination.\pthe pokémon league.\ptravel to the easternmost reaches\nof hoenn, to the island ever grande.\pthere, you shall find the pokémon\nleague.$","The TRAINERS who have gathered all\nthe GYM BADGES of HOENN should make\lway to the ultimate destination.\pThe POKéMON LEAGUE.\pTravel to the easternmost reaches\nof HOENN, to the island EVER GRANDE.\pThere, you shall find the POKéMON\nLEAGUE.$",เหล่าเทรนเนอร์ผู้รวบรวม\nยิมแบดจ์แห่งโฮเอ็นครบแล้ว จง\lมุ่งหน้าสู่จุดหมายสูงสุด\pโปเกมอนลีก\pเดินทางไปยังปลายสุดทางตะวันออก\nของโฮเอ็น สู่เกาะไซยู\pที่นั่น เจ้าจะพบกับโปเกมอน\nลีก$,1,dlg_2d66888f162fdf06,,draft,
the two men who took the orbs came\nback to return them on their own.\pthose men...\nperhaps they are not so evil after all...$,The two men who took the ORBS came\nback to return them on their own.\pThose men…\nPerhaps they are not so evil after all…$,ชายสองคนที่เอาลูกแก้วไป\nกลับมาคืนด้วยตัวเองแล้ว\pคนเหล่านั้น…\nบางทีอาจไม่ได้ชั่วร้ายนักก็ได้…$,1,dlg_735f1ef23f4ce480,,draft,
"there remains but one badge to\nobtain in hoenn.\pif you wish to challenge the pokémon\nleague, you must obtain the last\lbadge from the gym in fortree.$","There remains but one BADGE to\nobtain in HOENN.\pIf you wish to challenge the POKéMON\nLEAGUE, you must obtain the last\lBADGE from the GYM in FORTREE.$",ยังเหลือแบดจ์อีกหนึ่งชิ้น\nที่ต้องคว้ามาในโฮเอ็น\pหากปรารถนาจะท้าทายโปเกมอน\nลีก เจ้าต้องรับแบดจ์สุดท้าย\lจากยิมในฮิวะมากิ$,1,dlg_dd46d9c50f26106a,,draft,
"this is plain not right...\pthe boss told me this would be a\nslick-and-easy job to pull.\pall i had to do was steal some package\nfrom devon.\ptch!\nyou want it back that badly, take it!$","This is plain not right…\pThe BOSS told me this would be a\nslick-and-easy job to pull.\pAll I had to do was steal some package\nfrom DEVON.\pTch!\nYou want it back that badly, take it!$",แบบนี้มันไม่ถูกเลย…\pบอสบอกว่างานนี้จะ\nง่ายเหมือนปอกกล้วยเข้าปาก\pแค่ขโมยพัสดุชิ้นหนึ่ง\nจากเดวอนเท่านั้น\pชิ!\nอยากได้คืนขนาดนั้นก็เอาไป!$,1,dlg_d362788277a67aac,,draft,
"this is the devon corporation's\nthird floor.\pour president's office is on\nthis floor.\panyway, i can't tell you how much i'm\ngrateful for what you've done.\pum... by the way, that parcel\nyou got back for us...\pcould i get you to deliver that to\nthe shipyard in slateport?\pit would be awful if those robbers\ntried to take it again.\puh... hehehe, so, uh, could i count\non you to do that for me?\poh, that's right.\ncould you wait here a second?$","This is the DEVON CORPORATION's\nthird floor.\pOur PRESIDENT's OFFICE is on\nthis floor.\pAnyway, I can't tell you how much I'm\ngrateful for what you've done.\pUm… By the way, that parcel\nyou got back for us…\pCould I get you to deliver that to\nthe SHIPYARD in SLATEPORT?\pIt would be awful if those robbers\ntried to take it again.\pUh… Hehehe, so, uh, could I count\non you to do that for me?\pOh, that's right.\nCould you wait here a second?$",ที่นี่คือชั้นสาม\nของบริษัทเดวอน\pห้องประธานอยู่\nบนชั้นนี้\pไม่รู้จะขอบคุณคุณ\nยังไงถึงจะพอจริง ๆ\pเอ่อ… ว่าแต่พัสดุที่\nคุณเอากลับมาให้เรา…\pช่วยนำไปส่งที่อู่ต่อเรือ\nในไคไนได้ไหม?\pคงแย่มากถ้าพวกโจร\nมาชิงไปอีก\pเอ่อ… แหะ ๆ คือว่า ฝากคุณ\nจัดการเรื่องนี้ได้ไหม?\pอ้อ จริงสิ\nช่วยรอตรงนี้สักครู่นะ$,1,dlg_d4bd710202b46c0c,,draft,
this is what we call a “pokémon.”\p\n$,This is what we call a “POKéMON.”\p\n$,สิ่งนี้เรียกว่า “โปเกมอน”\p\n$,1,dlg_a0a50d7092ef23e5,,draft,
"this world is widely inhabited by\ncreatures known as pokémon.\pwe humans live alongside pokémon,\nat times as friendly playmates, and\lat times as cooperative workmates.\pand sometimes, we band together\nand battle others like us.\pbut despite our closeness, we don't\nknow everything about pokémon.\pin fact, there are many, many\nsecrets surrounding pokémon.\pto unravel pokémon mysteries,\ni've been undertaking research.\lthat's what i do.\p$","This world is widely inhabited by\ncreatures known as POKéMON.\pWe humans live alongside POKéMON,\nat times as friendly playmates, and\lat times as cooperative workmates.\pAnd sometimes, we band together\nand battle others like us.\pBut despite our closeness, we don't\nknow everything about POKéMON.\pIn fact, there are many, many\nsecrets surrounding POKéMON.\pTo unravel POKéMON mysteries,\nI've been undertaking research.\lThat's what I do.\p$",โลกใบนี้มีสิ่งมีชีวิตที่เรียกว่า\nโปเกมอนอาศัยอยู่มากมาย\pมนุษย์เราใช้ชีวิตร่วมกับโปเกมอน\nบางครั้งก็เป็นเพื่อนเล่นที่สนิทสนม\lบางครั้งก็เป็นเพื่อนร่วมงานที่ช่วยเหลือกัน\pและบางครั้ง เราก็รวมพลังกัน\nต่อสู้กับกลุ่มอื่นเช่นเดียวกับเรา\pแต่แม้เราจะใกล้ชิดกันเพียงใด\nเราก็ยังไม่รู้ทุกอย่างเกี่ยวกับโปเกมอน\pที่จริงแล้ว โปเกมอนยังมีความลับ\nซ่อนอยู่อีกมากมายนัก\pผมจึงทำงานวิจัยเพื่อไข\nปริศนาของเหล่าโปเกมอน\lนี่แหละคืองานของผม\p$,1,dlg_8413e20c18110096,,draft,
"though i fell to you, i will remain\ndevoted to bird pokémon.$","Though I fell to you, I will remain\ndevoted to BIRD POKéMON.$",แม้ฉันจะแพ้เธอ แต่ฉันจะยังคง\nทุ่มเทให้โปเกมอนนกต่อไป$,1,dlg_90522eab9aeeb6c1,,draft,
tm40 contains aerial ace.\pits speed...\nno pokémon should be able to avoid it.\p... ... ... ... ... ...$,TM40 contains AERIAL ACE.\pIts speed…\nNo POKéMON should be able to avoid it.\p… … … … … …$,TM40 บรรจุท่าสึบาเมะกาเอชิ\pด้วยความเร็วของมัน…\nไม่มีโปเกมอนตัวไหนหลบได้แน่\p… … … … … …$,1,dlg_e89bf2fc11073911,,draft,
"um... i...\ni'd like to get a pokémon, please...$","Um… I…\nI'd like to get a POKéMON, please…$",เอ่อ… ผม…\nผมอยากได้โปเกมอนสักตัวครับ…$,1,dlg_494a02b492be76e5,,draft,
"uncle: it's because of pokémon that\nthis boy's got more pep, i suppose...\lbut he's become a bit too peppy...$","UNCLE: It's because of POKéMON that\nthis boy's got more pep, I suppose…\lBut he's become a bit too peppy…$",คุณลุง: คงเพราะโปเกมอน\nเด็กคนนี้ถึงได้กระปรี้กระเปร่าขึ้น…\lแต่ดูจะคึกเกินไปหน่อยแล้ว…$,1,dlg_be3cc677576abfad,,draft,
"uncle: now hold on, wally.\psince you started living with pokémon,\nyou have grown quite a lot stronger.\pbut don't you think you're pushing it\nto suddenly challenge a gym?$","UNCLE: Now hold on, WALLY.\pSince you started living with POKéMON,\nyou have grown quite a lot stronger.\pBut don't you think you're pushing it\nto suddenly challenge a GYM?$",คุณลุง: เดี๋ยวก่อน มิตสึรุ\pตั้งแต่เริ่มใช้ชีวิตกับโปเกมอน\nเธอก็แข็งแกร่งขึ้นมากจริง ๆ\pแต่จู่ ๆ จะท้าทายยิมเลย\nไม่ฝืนตัวเองไปหน่อยหรือ?$,1,dlg_776b6560c3cc25d0,,draft,
"uncle: wally, there's no need to be so\ndown on yourself.\pwhy, what's keeping you from becoming\nstronger and stronger?\pcome on, let's go home.\neveryone's waiting for you.$","UNCLE: WALLY, there's no need to be so\ndown on yourself.\pWhy, what's keeping you from becoming\nstronger and stronger?\pCome on, let's go home.\nEveryone's waiting for you.$",คุณลุง: มิตสึรุ ไม่ต้อง\nผิดหวังในตัวเองขนาดนั้น\pไม่มีอะไรขวางเธอจากการ\nแข็งแกร่งขึ้นเรื่อย ๆ หรอก\pไป กลับบ้านกันเถอะ\nทุกคนกำลังรอเธออยู่$,1,dlg_1dd9ce5252a610ca,,draft,
"uncle: {player}{kun}, it just dawned on me\nthat you must be the trainer who kept\lan eye out for wally when he caught\lhis pokémon.\pwhy don't you visit us in verdanturf\nsometime?\li'm sure wally would enjoy it.$","UNCLE: {PLAYER}{KUN}, it just dawned on me\nthat you must be the TRAINER who kept\lan eye out for WALLY when he caught\lhis POKéMON.\pWhy don't you visit us in VERDANTURF\nsometime?\lI'm sure WALLY would enjoy it.$",คุณลุง: {PLAYER}{KUN} ฉันเพิ่งนึกได้\nว่าคุณคงเป็นเทรนเนอร์ที่\lคอยช่วยมิตสึรุตอนเขาจับ\lโปเกมอนสินะ\pว่าง ๆ มาเยี่ยมเราที่ชิดาเกะ\nบ้างนะ\lมิตสึรุต้องดีใจแน่$,1,dlg_cb17948871baa56c,,draft,
"uncle: {player}{kun}, was it?\non wally's behalf, can i ask you to\lbattle with him just this once?\pi don't think he's going to listen to\nany reason the way he is now.$","UNCLE: {PLAYER}{KUN}, was it?\nOn WALLY's behalf, can I ask you to\lbattle with him just this once?\pI don't think he's going to listen to\nany reason the way he is now.$",คุณลุง: {PLAYER}{KUN} ใช่ไหม?\nฉันขอร้องแทนมิตสึรุ ให้คุณ\lสู้กับเขาสักครั้งได้ไหม?\pสภาพแบบนี้ ต่อให้พูดอย่างไร\nเขาก็คงไม่ฟังแล้ว$,1,dlg_f4f5fe77c8bb1be0,,draft,
wah!\nwhat are you doing here?\pwhat am i doing in a place like this?\pwhat business is it of yours?$,Wah!\nWhat are you doing here?\pWhat am I doing in a place like this?\pWhat business is it of yours?$,ว้าก!\nแกมาทำอะไรที่นี่?\pฉันมาทำอะไรในที่แบบนี้น่ะเหรอ?\pไม่ใช่ธุระอะไรของแก!$,1,dlg_d1feb2740067b7ae,,draft,
wait! pleeeaaase!\pdon't take my goods!$,Wait! Pleeeaaase!\pDon't take my GOODS!$,เดี๋ยวก่อน! ได้โปรดดดด!\pอย่าเอาสินค้าของฉันไป!$,1,dlg_fc09693422d97c87,,draft,
"wallace: come on, let's record your\nname as a trainer who triumphed over\lthe pokémon league, and the names of\lthe partners who battled with you.$","WALLACE: Come on, let's record your\nname as a TRAINER who triumphed over\lthe POKéMON LEAGUE, and the names of\lthe partners who battled with you.$",มิคุริ: มาเถอะ เราจะบันทึกชื่อ\nของเธอในฐานะเทรนเนอร์ผู้พิชิต\lโปเกมอนลีก และชื่อของเหล่าคู่หู\lที่ร่วมต่อสู้เคียงข้างเธอ$,1,dlg_f8d2a6465c7b7c81,,draft,
wallace: hmm...\nthe situation is getting worse...$,WALLACE: Hmm…\nThe situation is getting worse…$,มิคุริ: อืม…\nสถานการณ์เลวร้ายลงเรื่อย ๆ…$,1,dlg_847ea0c983f7e391,,draft,
"wallace: i'm sorry, but...\pfrom here on, only those trainers who\nhave become champions may enter.\pyou'll have to wait outside with\nprof. birch.$","WALLACE: I'm sorry, but…\pFrom here on, only those TRAINERS who\nhave become CHAMPIONS may enter.\pYou'll have to wait outside with\nPROF. BIRCH.$",มิคุริ: ขอโทษด้วย แต่ว่า…\pจากนี้ไป เฉพาะเทรนเนอร์ที่\nได้เป็นแชมเปี้ยนเท่านั้นจึงจะเข้าได้\pเธอต้องรอข้างนอกกับ\nศ.เบิร์ช$,1,dlg_44055334f4fe10fa,,draft,
wallace: it's an earthquake!\pthere's not a moment to waste!\nwe've got to hurry!$,WALLACE: It's an earthquake!\pThere's not a moment to waste!\nWe've got to hurry!$,มิคุริ: แผ่นดินไหว!\pจะเสียเวลาแม้แต่วินาทีเดียวไม่ได้!\nเราต้องรีบแล้ว!$,1,dlg_5ed157f43a6632fb,,draft,
"wallace: oh, my, i'm terribly sorry!\pin my haste, i didn't notice that\ni'd left you behind!\pi've opened the locked door of\nthe sky pillar.\p{player}{kun}, let's be on our way!$","WALLACE: Oh, my, I'm terribly sorry!\pIn my haste, I didn't notice that\nI'd left you behind!\pI've opened the locked door of\nthe SKY PILLAR.\p{PLAYER}{KUN}, let's be on our way!$",มิคุริ: โอ้ ต้องขอโทษจริง ๆ!\pฉันรีบร้อนจนไม่ทันสังเกตว่า\nทิ้งเธอไว้ข้างหลัง!\pฉันเปิดประตูที่ล็อกไว้ของ\nเสาหลักแห่งฟ้าแล้ว\p{PLAYER}{KUN} ไปกันเถอะ!$,1,dlg_62cd9667f8720313,,draft,
wallace: this isn't good...\pthe weather distortion is spreading\neven here...\p{player}{kun}.\prayquaza should be farther up\nfrom here.\pi'm worried about sootopolis.\ni've got to go back.\peverything is in your hands now.\ndon't fail us!$,WALLACE: This isn't good…\pThe weather distortion is spreading\neven here…\p{PLAYER}{KUN}.\pRAYQUAZA should be farther up\nfrom here.\pI'm worried about SOOTOPOLIS.\nI've got to go back.\pEverything is in your hands now.\nDon't fail us!$,มิคุริ: ไม่ดีแล้ว…\pความแปรปรวนของอากาศลามมา\nถึงที่นี่แล้ว…\p{PLAYER}{KUN}\pเร็คคูซาน่าจะอยู่สูงขึ้นไป\nจากตรงนี้\pฉันเป็นห่วงเมืองรูเนะ\nต้องกลับไปแล้ว\pทุกอย่างอยู่ในมือเธอแล้ว\nอย่าทำให้พวกเราผิดหวัง!$,1,dlg_7ff2392c13cba811,,draft,
wallace: this room...\pthis is where we keep records of\npokémon that prevailed through\lharsh battles.\pit is here that the league champions\nare honored.$,WALLACE: This room…\pThis is where we keep records of\nPOKéMON that prevailed through\lharsh battles.\pIt is here that the LEAGUE CHAMPIONS\nare honored.$,มิคุริ: ห้องนี้…\pคือสถานที่เก็บบันทึกโปเกมอน\nที่ฝ่าฟันการต่อสู้อันดุเดือด\lจนคว้าชัยชนะมาได้\pและเป็นสถานที่เชิดชูเหล่า\nแชมเปี้ยนแห่งลีก$,1,dlg_620c88648d5b14e6,,draft,
"wallace: welcome, {player}{kun}.\pthat incident in sootopolis city...\nthat was superb work, putting an end\lto that crisis all by yourself.\poops!\pit wouldn't be fair to say that you\nalone ended the crisis.\pyou overcame that difficult situation\nby working as one with your pokémon.\pwe trainers raise pokémon by giving\nthem items and by teaching them new\ltechniques for battle.\pbut we ourselves also learn many\nthings from pokémon.\pand this is where your achievements\nare put to the test against what\lothers like you have achieved.\pnow!\pwho can most elegantly dance with\ntheir pokémon in hoenn?\pshow me right here and now!$","WALLACE: Welcome, {PLAYER}{KUN}.\pThat incident in SOOTOPOLIS CITY…\nThat was superb work, putting an end\lto that crisis all by yourself.\pOops!\pIt wouldn't be fair to say that you\nalone ended the crisis.\pYou overcame that difficult situation\nby working as one with your POKéMON.\pWe TRAINERS raise POKéMON by giving\nthem items and by teaching them new\ltechniques for battle.\pBut we ourselves also learn many\nthings from POKéMON.\pAnd this is where your achievements\nare put to the test against what\lothers like you have achieved.\pNow!\pWho can most elegantly dance with\ntheir POKéMON in HOENN?\pShow me right here and now!$",มิคุริ: ยินดีต้อนรับ {PLAYER}{KUN}\pเหตุการณ์ที่เมืองรูเนะ…\nเธอทำได้ยอดเยี่ยมมาก ยุติวิกฤต\lนั้นได้ด้วยตัวคนเดียว\pอ๊ะ!\pจะบอกว่าเธอยุติวิกฤต\nเพียงลำพังคงไม่ยุติธรรม\pเธอก้าวผ่านสถานการณ์ยากลำบาก\nด้วยการรวมใจเป็นหนึ่งกับโปเกมอน\pพวกเราเทรนเนอร์เลี้ยงดูโปเกมอน\nด้วยไอเทม และสอนเทคนิคใหม่ ๆ\lเพื่อใช้ต่อสู้\pแต่ตัวเราเองก็ได้เรียนรู้\nหลายสิ่งจากโปเกมอนเช่นกัน\pและที่นี่คือสถานที่ทดสอบความสำเร็จ\nของเธอ เทียบกับผลงาน\lของเทรนเนอร์คนอื่นที่มาถึงจุดนี้\pเอาละ!\pใครจะร่ายรำเคียงคู่โปเกมอน\nได้สง่างามที่สุดในโฮเอ็น?\pแสดงให้ฉันเห็นที่นี่เดี๋ยวนี้!$,1,dlg_2ebe47d3ac14fd8e,,draft,
"wallace: {player}{kun}...\pno, let me rephrase that properly.\pthe new champion!\pcome with me.$","WALLACE: {PLAYER}{KUN}…\pNo, let me rephrase that properly.\pThe new CHAMPION!\pCome with me.$",มิคุริ: {PLAYER}{KUN}…\pไม่สิ ขอเรียกให้ถูกต้องดีกว่า\pแชมเปี้ยนคนใหม่!\pตามฉันมา$,1,dlg_e48bce6d96070af2,,draft,
"wally, here, i'll loan you my pokémon.\pwally received a zigzagoon!$","WALLY, here, I'll loan you my POKéMON.\pWALLY received a ZIGZAGOON!$",มิตสึรุ เอ้า ฉันให้ยืมโปเกมอนของฉัน\pมิตสึรุได้รับจิกุซากุมะ!$,1,dlg_eead62b58595e8b5,,draft,
"wally: aww, uncle, please?\pi want to challenge this gym and see\nhow much better i've become.\pplease? may i, please?$","WALLY: Aww, UNCLE, please?\pI want to challenge this GYM and see\nhow much better I've become.\pPlease? May I, please?$",มิตสึรุ: โธ่ คุณลุง ขอร้องล่ะครับ!\pผมอยากท้าทายยิมนี้ เพื่อดูว่า\nตัวเองเก่งขึ้นแค่ไหน\pขอเถอะนะครับ ได้ไหมครับ?$,1,dlg_48288662c4edf402,,draft,
"wally: hi! {player}!\pi bet you're surprised to see me here!\pi made it all the way here, and it's\nall thanks to you!\p{player}, losing to you that time\nmade me stronger!\pbut i'm not going to lose anymore!\pi'm going to win! for the pokémon who\ngave me courage and strength!\pokay... here i come!$","WALLY: Hi! {PLAYER}!\pI bet you're surprised to see me here!\pI made it all the way here, and it's\nall thanks to you!\p{PLAYER}, losing to you that time\nmade me stronger!\pBut I'm not going to lose anymore!\pI'm going to win! For the POKéMON who\ngave me courage and strength!\pOkay… Here I come!$",มิตสึรุ: สวัสดี {PLAYER}!\pคงตกใจที่เห็นผมที่นี่สินะครับ!\pผมมาถึงที่นี่ได้ ทั้งหมดนี้\nเป็นเพราะคุณ!\p{PLAYER} การแพ้คุณในครั้งนั้น\nทำให้ผมแข็งแกร่งขึ้น!\pแต่ผมจะไม่แพ้อีกแล้ว!\pผมจะชนะ! เพื่อโปเกมอนที่\nมอบความกล้าและพลังให้ผม!\pเอาละ… ผมมาแล้ว!$,1,dlg_ae26a5585d0e39c3,,draft,
"wally: i couldn't beat you today,\n{player}, but one of these days, i'll\lcatch up to you!$","WALLY: I couldn't beat you today,\n{PLAYER}, but one of these days, I'll\lcatch up to you!$",มิตสึรุ: วันนี้ผมเอาชนะคุณไม่ได้\n{PLAYER} แต่สักวันหนึ่ง ผมจะ\lตามคุณให้ทัน!$,1,dlg_2c3eb5a86574bda7,,draft,
"wally: i'm going to go stay with my\nrelatives in verdanturf town.\pi thought i would be lonely by myself,\nso i wanted to take a pokémon along.\pbut i've never caught a pokémon before.\ni don't know how...$","WALLY: I'm going to go stay with my\nrelatives in VERDANTURF TOWN.\pI thought I would be lonely by myself,\nso I wanted to take a POKéMON along.\pBut I've never caught a POKéMON before.\nI don't know how…$",มิตสึรุ: ผมกำลังจะไปพักกับ\nญาติที่เมืองชิดาเกะครับ\pผมคิดว่าถ้าไปคนเดียวคงเหงา\nเลยอยากพาโปเกมอนไปด้วยสักตัว\pแต่ผมไม่เคยจับโปเกมอนมาก่อน\nเลยไม่รู้ว่าต้องทำยังไง…$,1,dlg_f98cda4ae5188207,,draft,
"wally: i'm not pushing it.\pif i combine forces with ralts,\nwe can beat anyone!$","WALLY: I'm not pushing it.\pIf I combine forces with RALTS,\nwe can beat anyone!$",มิตสึรุ: ผมไม่ได้ฝืนตัวเองครับ\pถ้าผมกับราลทอสร่วมพลังกัน\nไม่ว่าใครเราก็ชนะได้!$,1,dlg_ea21b86b9428270d,,draft,
"wally: oh! hi, {player}!\pi've gotten a lot stronger since\nwe met.\p{player}, i want you and my uncle to\nunderstand that.\p{player}, please, will you have\na battle with me?$","WALLY: Oh! Hi, {PLAYER}!\pI've gotten a lot stronger since\nwe met.\p{PLAYER}, I want you and my UNCLE to\nunderstand that.\p{PLAYER}, please, will you have\na battle with me?$",มิตสึรุ: อ๊ะ! สวัสดี {PLAYER}!\pตั้งแต่พบกันครั้งก่อน\nผมแข็งแกร่งขึ้นมากแล้ว\p{PLAYER} ผมอยากให้คุณกับคุณลุง\nเข้าใจเรื่องนั้น\p{PLAYER} ได้โปรด\nสู้กับผมสักครั้งได้ไหม?$,1,dlg_9c9adfc531c27500,,draft,
"wally: oh, wow!\na pokémon!\pdad: hm. i'll give you a poké ball, too.\ngo for it!\pwally received a poké ball!$","WALLY: Oh, wow!\nA POKéMON!\pDAD: Hm. I'll give you a POKé BALL, too.\nGo for it!\pWALLY received a POKé BALL!$",มิตสึรุ: ว้าว!\nโปเกมอน!\pพ่อ: อืม ฉันให้โปเกบอลด้วยลูกหนึ่ง\nลองดูเลย!\pมิตสึรุได้รับโปเกบอล!$,1,dlg_16e7448d926be3cf,,draft,
"wally: oh, wow!\nthank you!$","WALLY: Oh, wow!\nThank you!$",มิตสึรุ: ว้าว!\nขอบคุณมากครับ!$,1,dlg_31f4283f58f635f0,,draft,
"wally: thank you, yes, it did.\nhere's your pokémon back.\p{player}, thank you for coming along\nwith me.\pyou two are why i was able to catch\nmy pokémon.\pi promise i'll take really good\ncare of it.\poh! my mom's waiting for me,\nso i have to go!\pbye, {player}!$","WALLY: Thank you, yes, it did.\nHere's your POKéMON back.\p{PLAYER}, thank you for coming along\nwith me.\pYou two are why I was able to catch\nmy POKéMON.\pI promise I'll take really good\ncare of it.\pOh! My mom's waiting for me,\nso I have to go!\pBye, {PLAYER}!$",มิตสึรุ: ขอบคุณครับ สำเร็จแล้ว\nนี่โปเกมอนของคุณครับ\p{PLAYER} ขอบคุณที่\nมากับผมนะครับ\pเพราะคุณสองคน ผมจึง\nจับโปเกมอนของตัวเองได้\pผมสัญญาว่าจะดูแลมัน\nอย่างดีที่สุดครับ\pอ๊ะ! แม่กำลังรอผมอยู่\nผมต้องไปแล้วครับ!\pลาก่อนนะ {PLAYER}!$,1,dlg_5a8bd4e5faf57436,,draft,
wally: uncle...\ni'll go back to verdanturf...$,WALLY: UNCLE…\nI'll go back to VERDANTURF…$,มิตสึรุ: คุณลุง…\nผมจะกลับไปชิดาเกะครับ…$,1,dlg_a08d097557c3e6c2,,draft,
"wally: {player}, please!\nbattle with me, please.$","WALLY: {PLAYER}, please!\nBattle with me, please.$",มิตสึรุ: {PLAYER} ได้โปรด!\nสู้กับผมอีกครั้งนะครับ$,1,dlg_d86f9ae4036a91a5,,draft,
"wally: {player}, thank you.\pokay... here i come!$","WALLY: {PLAYER}, thank you.\pOkay… Here I come!$",มิตสึรุ: {PLAYER} ขอบคุณครับ\pเอาละ… ผมมาแล้ว!$,1,dlg_fb648835502d4cf7,,draft,
"we are team aqua,\nand we love the sea!\pand i am team aqua's leader,\narchie!\pwhat makes you interfere with us?\p...no! you can't be!\nyou're not one of team magma?\pwait, that can't be right.\nyou're not dressed for the part.\p... ... ... ... ... ...\n... ... ... ... ... ...\ppokémon, people... all life depends on\nthe sea.\pso, team aqua is dedicated to\nthe expansion of the sea.\pdon't you agree? what we are doing\nis a magnificent undertaking.\pah, fine...\nyou're still too young to understand\lour noble objective.\pbut, i warn you, don't even consider\ninterfering with our plans again.\pthe consequences will cost you\ndearly!\pand don't you forget it!$","We are TEAM AQUA,\nand we love the sea!\pAnd I am TEAM AQUA's leader,\nARCHIE!\pWhat makes you interfere with us?\p…No! You can't be!\nYou're not one of TEAM MAGMA?\pWait, that can't be right.\nYou're not dressed for the part.\p… … … … … …\n… … … … … …\pPOKéMON, people… All life depends on\nthe sea.\pSo, TEAM AQUA is dedicated to\nthe expansion of the sea.\pDon't you agree? What we are doing\nis a magnificent undertaking.\pAh, fine…\nYou're still too young to understand\lour noble objective.\pBut, I warn you, don't even consider\ninterfering with our plans again.\pThe consequences will cost you\ndearly!\pAnd don't you forget it!$",พวกเราคือทีมอควา\nผู้รักท้องทะเล!\pและฉันคือหัวหน้าทีมอควา\nอาโอกิริ!\pทำไมแกถึงมาขวางพวกเรา?\p…ไม่! หรือว่าแก!\nแกไม่ใช่พวกทีมแมกมาหรือ?\pเดี๋ยวสิ ไม่น่าใช่\nแต่งตัวไม่เหมือนพวกมันเลย\p… … … … … …\n… … … … … …\pโปเกมอน มนุษย์… ทุกชีวิตล้วน\nต้องพึ่งพาท้องทะเล\pทีมอควาจึงมุ่งมั่นที่จะ\nขยายผืนทะเล\pไม่เห็นด้วยหรือ? สิ่งที่เราทำ\nคือภารกิจอันยิ่งใหญ่\pเอาเถอะ…\nแกยังเด็กเกินกว่าจะเข้าใจ\lเป้าหมายอันสูงส่งของเรา\pแต่ขอเตือนไว้ อย่าคิด\nขัดขวางแผนของเราอีก\pไม่อย่างนั้นแกจะต้อง\nชดใช้อย่างสาสม!\pจำใส่หัวไว้ด้วย!$,1,dlg_6e3b14603f596d92,,draft,
we have a situation here!\pa team magma mob just passed\nthe weather institute.\pthey appear to be headed for\nmt. pyre!$,We have a situation here!\pA TEAM MAGMA mob just passed\nthe WEATHER INSTITUTE.\pThey appear to be headed for\nMT. PYRE!$,เกิดเรื่องใหญ่แล้ว!\pกลุ่มทีมแมกมาเพิ่งผ่าน\nสถาบันอุตุนิยมวิทยาไป\pดูเหมือนพวกมันกำลังมุ่งหน้า\nไปยังภูเขาโอคุริบิ!$,1,dlg_6bc82f96214c6653,,draft,
we're team aqua!\pour boss wants those parts!\nshut your yap and fork them over!$,We're TEAM AQUA!\pOur BOSS wants those parts!\nShut your yap and fork them over!$,พวกเราคือทีมอควา!\pบอสของเราอยากได้ชิ้นส่วนนั่น!\nหุบปากแล้วส่งมาเดี๋ยวนี้!$,1,dlg_9758a7ae075cd9a8,,draft,
