id,category,subcategory,story_order,map_name,location_name,speaker,source_file,source_line,source_label,english_raw,english_preview,thai,translation_status,control_codes,placeholders,duplicate_group,notes,scope_group,scope_subgroup,policy,scope_status,canonical_tracker,reason,scope_decision,scope_decision
dlg_654c9bbca8756972,trainer,trainer_dialogue,,,,,src/data/battle_frontier/trainer_hill.h,1930,nickname,CHIMECHO,CHIMECHO,,untranslated,,,dup_00137,,Trainer,Spoken Trainer Dialogue,HOLD_FOR_SCOPE_DECISION,HOLD,Phase F Trainer Waves,Not spoken Trainer dialogue; removed from locked Trainer scope.,PRESERVE_DATA,PRESERVE_DATA
dlg_77f0b81099be88e7,trainer,trainer_dialogue,,,,,src/data/battle_frontier/trainer_hill.h,1950,nickname,WHISMUR,WHISMUR,,untranslated,,,dup_00848,,Trainer,Spoken Trainer Dialogue,HOLD_FOR_SCOPE_DECISION,HOLD,Phase F Trainer Waves,Not spoken Trainer dialogue; removed from locked Trainer scope.,PRESERVE_DATA,PRESERVE_DATA
dlg_bef7afd6b1c2cc5d,trainer,trainer_dialogue,,,,,src/data/battle_frontier/trainer_hill.h,1970,nickname,YANMA,YANMA,,untranslated,,,dup_00890,,Trainer,Spoken Trainer Dialogue,HOLD_FOR_SCOPE_DECISION,HOLD,Phase F Trainer Waves,Not spoken Trainer dialogue; removed from locked Trainer scope.,PRESERVE_DATA,PRESERVE_DATA
dlg_57b9fcb8743b742d,trainer,trainer_dialogue,,,,,src/data/battle_frontier/trainer_hill.h,1990,nickname,ILLUMISE,ILLUMISE,,untranslated,,,dup_00355,,Trainer,Spoken Trainer Dialogue,HOLD_FOR_SCOPE_DECISION,HOLD,Phase F Trainer Waves,Not spoken Trainer dialogue; removed from locked Trainer scope.,PRESERVE_DATA,PRESERVE_DATA
dlg_87076b3278e2522f,trainer,trainer_dialogue,,,,,src/data/battle_frontier/trainer_hill.h,2010,nickname,SPHEAL,SPHEAL,,untranslated,,,dup_00714,,Trainer,Spoken Trainer Dialogue,HOLD_FOR_SCOPE_DECISION,HOLD,Phase F Trainer Waves,Not spoken Trainer dialogue; removed from locked Trainer scope.,PRESERVE_DATA,PRESERVE_DATA
dlg_0bce9a82aaacc703,trainer,trainer_dialogue,,,,,src/data/battle_frontier/trainer_hill.h,2030,nickname,VIGOROTH,VIGOROTH,,untranslated,,,dup_00826,,Trainer,Spoken Trainer Dialogue,HOLD_FOR_SCOPE_DECISION,HOLD,Phase F Trainer Waves,Not spoken Trainer dialogue; removed from locked Trainer scope.,PRESERVE_DATA,PRESERVE_DATA
dlg_69a1062a11e548ff,trainer,trainer_dialogue,,,,,src/data/battle_frontier/trainer_hill.h,2077,nickname,WOOPER,WOOPER,,untranslated,,,dup_00864,,Trainer,Spoken Trainer Dialogue,HOLD_FOR_SCOPE_DECISION,HOLD,Phase F Trainer Waves,Not spoken Trainer dialogue; removed from locked Trainer scope.,PRESERVE_DATA,PRESERVE_DATA
dlg_538e2be5838b2dac,trainer,trainer_dialogue,,,,,src/data/battle_frontier/trainer_hill.h,2097,nickname,POLIWAG,POLIWAG,,untranslated,,,dup_00593,,Trainer,Spoken Trainer Dialogue,HOLD_FOR_SCOPE_DECISION,HOLD,Phase F Trainer Waves,Not spoken Trainer dialogue; removed from locked Trainer scope.,PRESERVE_DATA,PRESERVE_DATA
dlg_4d854fe0a22de61d,trainer,trainer_dialogue,,,,,src/data/battle_frontier/trainer_hill.h,2117,nickname,PSYDUCK,PSYDUCK,,untranslated,,,dup_00601,,Trainer,Spoken Trainer Dialogue,HOLD_FOR_SCOPE_DECISION,HOLD,Phase F Trainer Waves,Not spoken Trainer dialogue; removed from locked Trainer scope.,PRESERVE_DATA,PRESERVE_DATA
dlg_315917012933787f,trainer,trainer_dialogue,,,,,src/data/battle_frontier/trainer_hill.h,2137,nickname,RHYDON,RHYDON,,untranslated,,,dup_00631,,Trainer,Spoken Trainer Dialogue,HOLD_FOR_SCOPE_DECISION,HOLD,Phase F Trainer Waves,Not spoken Trainer dialogue; removed from locked Trainer scope.,PRESERVE_DATA,PRESERVE_DATA
dlg_0cdfe3f3541709ae,trainer,trainer_dialogue,,,,,src/data/battle_frontier/trainer_hill.h,2157,nickname,RHYHORN,RHYHORN,,untranslated,,,dup_00632,,Trainer,Spoken Trainer Dialogue,HOLD_FOR_SCOPE_DECISION,HOLD,Phase F Trainer Waves,Not spoken Trainer dialogue; removed from locked Trainer scope.,PRESERVE_DATA,PRESERVE_DATA
dlg_ccc4a24d155ff843,trainer,trainer_dialogue,,,,,src/data/battle_frontier/trainer_hill.h,2177,nickname,CUBONE,CUBONE,,untranslated,,,dup_00161,,Trainer,Spoken Trainer Dialogue,HOLD_FOR_SCOPE_DECISION,HOLD,Phase F Trainer Waves,Not spoken Trainer dialogue; removed from locked Trainer scope.,PRESERVE_DATA,PRESERVE_DATA
dlg_b8f81efd449e2cbc,trainer,trainer_dialogue,,,,,src/data/battle_frontier/trainer_hill.h,2209,nickname,MAGNEMITE,MAGNEMITE,,untranslated,,,dup_00459,,Trainer,Spoken Trainer Dialogue,HOLD_FOR_SCOPE_DECISION,HOLD,Phase F Trainer Waves,Not spoken Trainer dialogue; removed from locked Trainer scope.,PRESERVE_DATA,PRESERVE_DATA
dlg_b9af6d31ba15dff6,trainer,trainer_dialogue,,,,,src/data/battle_frontier/trainer_hill.h,2229,nickname,ELECTABUZZ,ELECTABUZZ,,untranslated,,,dup_00214,,Trainer,Spoken Trainer Dialogue,HOLD_FOR_SCOPE_DECISION,HOLD,Phase F Trainer Waves,Not spoken Trainer dialogue; removed from locked Trainer scope.,PRESERVE_DATA,PRESERVE_DATA
dlg_9ae7f650931005ce,trainer,trainer_dialogue,,,,,src/data/battle_frontier/trainer_hill.h,2248,nickname,FLAAFFY,FLAAFFY,,untranslated,,,dup_00248,,Trainer,Spoken Trainer Dialogue,HOLD_FOR_SCOPE_DECISION,HOLD,Phase F Trainer Waves,Not spoken Trainer dialogue; removed from locked Trainer scope.,PRESERVE_DATA,PRESERVE_DATA
dlg_6eab387edc6c2f05,trainer,trainer_dialogue,,,,,src/data/battle_frontier/trainer_hill.h,2268,nickname,BALTOY,BALTOY,,untranslated,,,dup_00065,,Trainer,Spoken Trainer Dialogue,HOLD_FOR_SCOPE_DECISION,HOLD,Phase F Trainer Waves,Not spoken Trainer dialogue; removed from locked Trainer scope.,PRESERVE_DATA,PRESERVE_DATA
dlg_e64aa9375dff627e,trainer,trainer_dialogue,,,,,src/data/battle_frontier/trainer_hill.h,2288,nickname,PINECO,PINECO,,untranslated,,,dup_00575,,Trainer,Spoken Trainer Dialogue,HOLD_FOR_SCOPE_DECISION,HOLD,Phase F Trainer Waves,Not spoken Trainer dialogue; removed from locked Trainer scope.,PRESERVE_DATA,PRESERVE_DATA
dlg_1423d7ca461c351f,trainer,trainer_dialogue,,,,,src/data/battle_frontier/trainer_hill.h,2308,nickname,VOLTORB,VOLTORB,,untranslated,,,dup_00832,,Trainer,Spoken Trainer Dialogue,HOLD_FOR_SCOPE_DECISION,HOLD,Phase F Trainer Waves,Not spoken Trainer dialogue; removed from locked Trainer scope.,PRESERVE_DATA,PRESERVE_DATA
dlg_e5ed520b8176c198,trainer,trainer_dialogue,,,,,src/data/battle_frontier/trainer_hill.h,2354,nickname,UNOWN,UNOWN,,untranslated,,,dup_00817,,Trainer,Spoken Trainer Dialogue,HOLD_FOR_SCOPE_DECISION,HOLD,Phase F Trainer Waves,Not spoken Trainer dialogue; removed from locked Trainer scope.,PRESERVE_DATA,PRESERVE_DATA
dlg_1902122684d85fb0,trainer,trainer_dialogue,,,,,src/data/battle_frontier/trainer_hill.h,2373,nickname,UNOWN,UNOWN,,untranslated,,,dup_00817,,Trainer,Spoken Trainer Dialogue,HOLD_FOR_SCOPE_DECISION,HOLD,Phase F Trainer Waves,Not spoken Trainer dialogue; removed from locked Trainer scope.,PRESERVE_DATA,PRESERVE_DATA
dlg_6e58466628e9da95,trainer,trainer_dialogue,,,,,src/data/battle_frontier/trainer_hill.h,2392,nickname,UNOWN,UNOWN,,untranslated,,,dup_00817,,Trainer,Spoken Trainer Dialogue,HOLD_FOR_SCOPE_DECISION,HOLD,Phase F Trainer Waves,Not spoken Trainer dialogue; removed from locked Trainer scope.,PRESERVE_DATA,PRESERVE_DATA
dlg_e072692876b75a13,trainer,trainer_dialogue,,,,,src/data/battle_frontier/trainer_hill.h,2412,nickname,SPINDA,SPINDA,,untranslated,,,dup_00716,,Trainer,Spoken Trainer Dialogue,HOLD_FOR_SCOPE_DECISION,HOLD,Phase F Trainer Waves,Not spoken Trainer dialogue; removed from locked Trainer scope.,PRESERVE_DATA,PRESERVE_DATA
dlg_394fd871c7b2d6ff,trainer,trainer_dialogue,,,,,src/data/battle_frontier/trainer_hill.h,2431,nickname,PLUSLE,PLUSLE,,untranslated,,,dup_00579,,Trainer,Spoken Trainer Dialogue,HOLD_FOR_SCOPE_DECISION,HOLD,Phase F Trainer Waves,Not spoken Trainer dialogue; removed from locked Trainer scope.,PRESERVE_DATA,PRESERVE_DATA
dlg_1b14bc0aba010973,trainer,trainer_dialogue,,,,,src/data/battle_frontier/trainer_hill.h,2450,nickname,VOLBEAT,VOLBEAT,,untranslated,,,dup_00829,,Trainer,Spoken Trainer Dialogue,HOLD_FOR_SCOPE_DECISION,HOLD,Phase F Trainer Waves,Not spoken Trainer dialogue; removed from locked Trainer scope.,PRESERVE_DATA,PRESERVE_DATA
dlg_c0b6ce5c5449fdb2,trainer,trainer_dialogue,,,,,src/data/battle_frontier/trainer_hill.h,2482,nickname,SPINDA,SPINDA,,untranslated,,,dup_00716,,Trainer,Spoken Trainer Dialogue,HOLD_FOR_SCOPE_DECISION,HOLD,Phase F Trainer Waves,Not spoken Trainer dialogue; removed from locked Trainer scope.,PRESERVE_DATA,PRESERVE_DATA
dlg_a7bbeaec7f79a64e,trainer,trainer_dialogue,,,,,src/data/battle_frontier/trainer_hill.h,2501,nickname,MINUN,MINUN,,untranslated,,,dup_00488,,Trainer,Spoken Trainer Dialogue,HOLD_FOR_SCOPE_DECISION,HOLD,Phase F Trainer Waves,Not spoken Trainer dialogue; removed from locked Trainer scope.,PRESERVE_DATA,PRESERVE_DATA
dlg_97f8f9937a82e4b9,trainer,trainer_dialogue,,,,,src/data/battle_frontier/trainer_hill.h,2520,nickname,ILLUMISE,ILLUMISE,,untranslated,,,dup_00355,,Trainer,Spoken Trainer Dialogue,HOLD_FOR_SCOPE_DECISION,HOLD,Phase F Trainer Waves,Not spoken Trainer dialogue; removed from locked Trainer scope.,PRESERVE_DATA,PRESERVE_DATA
dlg_d718e97b0b91d880,trainer,trainer_dialogue,,,,,src/data/battle_frontier/trainer_hill.h,2539,nickname,UNOWN,UNOWN,,untranslated,,,dup_00817,,Trainer,Spoken Trainer Dialogue,HOLD_FOR_SCOPE_DECISION,HOLD,Phase F Trainer Waves,Not spoken Trainer dialogue; removed from locked Trainer scope.,PRESERVE_DATA,PRESERVE_DATA
dlg_3d3a1ad47946714c,trainer,trainer_dialogue,,,,,src/data/battle_frontier/trainer_hill.h,2558,nickname,UNOWN,UNOWN,,untranslated,,,dup_00817,,Trainer,Spoken Trainer Dialogue,HOLD_FOR_SCOPE_DECISION,HOLD,Phase F Trainer Waves,Not spoken Trainer dialogue; removed from locked Trainer scope.,PRESERVE_DATA,PRESERVE_DATA
dlg_3f47cbc98e76d7d0,trainer,trainer_dialogue,,,,,src/data/battle_frontier/trainer_hill.h,2577,nickname,UNOWN,UNOWN,,untranslated,,,dup_00817,,Trainer,Spoken Trainer Dialogue,HOLD_FOR_SCOPE_DECISION,HOLD,Phase F Trainer Waves,Not spoken Trainer dialogue; removed from locked Trainer scope.,PRESERVE_DATA,PRESERVE_DATA
dlg_f025ce3c46ac7b2f,trainer,trainer_dialogue,,,,,src/data/battle_frontier/trainer_hill.h,2635,nickname,SUNFLORA,SUNFLORA,,untranslated,,,dup_00738,,Trainer,Spoken Trainer Dialogue,HOLD_FOR_SCOPE_DECISION,HOLD,Phase F Trainer Waves,Not spoken Trainer dialogue; removed from locked Trainer scope.,PRESERVE_DATA,PRESERVE_DATA
dlg_3658be7eae9fb84b,trainer,trainer_dialogue,,,,,src/data/battle_frontier/trainer_hill.h,2654,nickname,TANGELA,TANGELA,,untranslated,,,dup_00762,,Trainer,Spoken Trainer Dialogue,HOLD_FOR_SCOPE_DECISION,HOLD,Phase F Trainer Waves,Not spoken Trainer dialogue; removed from locked Trainer scope.,PRESERVE_DATA,PRESERVE_DATA
dlg_195daacbea8d6daf,trainer,trainer_dialogue,,,,,src/data/battle_frontier/trainer_hill.h,2676,nickname,VENUSAUR,VENUSAUR,,untranslated,,,dup_00824,,Trainer,Spoken Trainer Dialogue,HOLD_FOR_SCOPE_DECISION,HOLD,Phase F Trainer Waves,Not spoken Trainer dialogue; removed from locked Trainer scope.,PRESERVE_DATA,PRESERVE_DATA
dlg_e54ee9f2291fe1d3,trainer,trainer_dialogue,,,,,src/data/battle_frontier/trainer_hill.h,2695,nickname,LANTURN,LANTURN,,untranslated,,,dup_00415,,Trainer,Spoken Trainer Dialogue,HOLD_FOR_SCOPE_DECISION,HOLD,Phase F Trainer Waves,Not spoken Trainer dialogue; removed from locked Trainer scope.,PRESERVE_DATA,PRESERVE_DATA
dlg_6e8e2bd154f953bb,trainer,trainer_dialogue,,,,,src/data/battle_frontier/trainer_hill.h,2714,nickname,MANECTRIC,MANECTRIC,,untranslated,,,dup_00463,,Trainer,Spoken Trainer Dialogue,HOLD_FOR_SCOPE_DECISION,HOLD,Phase F Trainer Waves,Not spoken Trainer dialogue; removed from locked Trainer scope.,PRESERVE_DATA,PRESERVE_DATA
dlg_adc7393386274cfe,trainer,trainer_dialogue,,,,,src/data/battle_frontier/trainer_hill.h,2733,nickname,RAIKOU,RAIKOU,,untranslated,,,dup_00615,,Trainer,Spoken Trainer Dialogue,HOLD_FOR_SCOPE_DECISION,HOLD,Phase F Trainer Waves,Not spoken Trainer dialogue; removed from locked Trainer scope.,PRESERVE_DATA,PRESERVE_DATA
dlg_3cf6db96d7c4fed8,trainer,trainer_dialogue,,,,,src/data/battle_frontier/trainer_hill.h,2765,nickname,RELICANTH,RELICANTH,,untranslated,,,dup_00629,,Trainer,Spoken Trainer Dialogue,HOLD_FOR_SCOPE_DECISION,HOLD,Phase F Trainer Waves,Not spoken Trainer dialogue; removed from locked Trainer scope.,PRESERVE_DATA,PRESERVE_DATA
dlg_e9a85e1584a75685,trainer,trainer_dialogue,,,,,src/data/battle_frontier/trainer_hill.h,2784,nickname,GOLDUCK,GOLDUCK,,untranslated,,,dup_00279,,Trainer,Spoken Trainer Dialogue,HOLD_FOR_SCOPE_DECISION,HOLD,Phase F Trainer Waves,Not spoken Trainer dialogue; removed from locked Trainer scope.,PRESERVE_DATA,PRESERVE_DATA
dlg_925ff7e5a692567d,trainer,trainer_dialogue,,,,,src/data/battle_frontier/trainer_hill.h,2803,nickname,BLASTOISE,BLASTOISE,,untranslated,,,dup_00100,,Trainer,Spoken Trainer Dialogue,HOLD_FOR_SCOPE_DECISION,HOLD,Phase F Trainer Waves,Not spoken Trainer dialogue; removed from locked Trainer scope.,PRESERVE_DATA,PRESERVE_DATA
dlg_58b0da9e34cdb3c0,trainer,trainer_dialogue,,,,,src/data/battle_frontier/trainer_hill.h,2822,nickname,MAGCARGO,MAGCARGO,,untranslated,,,dup_00456,,Trainer,Spoken Trainer Dialogue,HOLD_FOR_SCOPE_DECISION,HOLD,Phase F Trainer Waves,Not spoken Trainer dialogue; removed from locked Trainer scope.,PRESERVE_DATA,PRESERVE_DATA
dlg_33ff8004f41ce459,trainer,trainer_dialogue,,,,,src/data/battle_frontier/trainer_hill.h,2841,nickname,RAPIDASH,RAPIDASH,,untranslated,,,dup_00617,,Trainer,Spoken Trainer Dialogue,HOLD_FOR_SCOPE_DECISION,HOLD,Phase F Trainer Waves,Not spoken Trainer dialogue; removed from locked Trainer scope.,PRESERVE_DATA,PRESERVE_DATA
dlg_f9b2f6de99d86b6c,trainer,trainer_dialogue,,,,,src/data/battle_frontier/trainer_hill.h,2860,nickname,MOLTRES,MOLTRES,,untranslated,,,dup_00494,,Trainer,Spoken Trainer Dialogue,HOLD_FOR_SCOPE_DECISION,HOLD,Phase F Trainer Waves,Not spoken Trainer dialogue; removed from locked Trainer scope.,PRESERVE_DATA,PRESERVE_DATA
dlg_3c4afc9c97e0e2f6,trainer,trainer_dialogue,,,,,src/data/battle_frontier/trainer_hill.h,2907,nickname,SMEARGLE,SMEARGLE,,untranslated,,,dup_00702,,Trainer,Spoken Trainer Dialogue,HOLD_FOR_SCOPE_DECISION,HOLD,Phase F Trainer Waves,Not spoken Trainer dialogue; removed from locked Trainer scope.,PRESERVE_DATA,PRESERVE_DATA
dlg_77c8e04292f85649,trainer,trainer_dialogue,,,,,src/data/battle_frontier/trainer_hill.h,2927,nickname,SMEARGLE,SMEARGLE,,untranslated,,,dup_00702,,Trainer,Spoken Trainer Dialogue,HOLD_FOR_SCOPE_DECISION,HOLD,Phase F Trainer Waves,Not spoken Trainer dialogue; removed from locked Trainer scope.,PRESERVE_DATA,PRESERVE_DATA
dlg_82f98bf933ff59da,trainer,trainer_dialogue,,,,,src/data/battle_frontier/trainer_hill.h,2947,nickname,SMEARGLE,SMEARGLE,,untranslated,,,dup_00702,,Trainer,Spoken Trainer Dialogue,HOLD_FOR_SCOPE_DECISION,HOLD,Phase F Trainer Waves,Not spoken Trainer dialogue; removed from locked Trainer scope.,PRESERVE_DATA,PRESERVE_DATA
dlg_72de87ba7d723c14,trainer,trainer_dialogue,,,,,src/data/battle_frontier/trainer_hill.h,2967,nickname,SMEARGLE,SMEARGLE,,untranslated,,,dup_00702,,Trainer,Spoken Trainer Dialogue,HOLD_FOR_SCOPE_DECISION,HOLD,Phase F Trainer Waves,Not spoken Trainer dialogue; removed from locked Trainer scope.,PRESERVE_DATA,PRESERVE_DATA
dlg_8728e4ba5c2a1bf2,trainer,trainer_dialogue,,,,,src/data/battle_frontier/trainer_hill.h,2987,nickname,SMEARGLE,SMEARGLE,,untranslated,,,dup_00702,,Trainer,Spoken Trainer Dialogue,HOLD_FOR_SCOPE_DECISION,HOLD,Phase F Trainer Waves,Not spoken Trainer dialogue; removed from locked Trainer scope.,PRESERVE_DATA,PRESERVE_DATA
dlg_83ac97996650f8f0,trainer,trainer_dialogue,,,,,src/data/battle_frontier/trainer_hill.h,3007,nickname,SMEARGLE,SMEARGLE,,untranslated,,,dup_00702,,Trainer,Spoken Trainer Dialogue,HOLD_FOR_SCOPE_DECISION,HOLD,Phase F Trainer Waves,Not spoken Trainer dialogue; removed from locked Trainer scope.,PRESERVE_DATA,PRESERVE_DATA
dlg_ec441fc176d2be18,trainer,trainer_dialogue,,,,,src/data/battle_frontier/trainer_hill.h,3039,nickname,STARYU,STARYU,,untranslated,,,dup_00722,,Trainer,Spoken Trainer Dialogue,HOLD_FOR_SCOPE_DECISION,HOLD,Phase F Trainer Waves,Not spoken Trainer dialogue; removed from locked Trainer scope.,PRESERVE_DATA,PRESERVE_DATA
dlg_be1fbf1de192fd7c,trainer,trainer_dialogue,,,,,src/data/battle_frontier/trainer_hill.h,3059,nickname,MEOWTH,MEOWTH,,untranslated,,,dup_00482,,Trainer,Spoken Trainer Dialogue,HOLD_FOR_SCOPE_DECISION,HOLD,Phase F Trainer Waves,Not spoken Trainer dialogue; removed from locked Trainer scope.,PRESERVE_DATA,PRESERVE_DATA
dlg_b6e6cd6375239990,trainer,trainer_dialogue,,,,,src/data/battle_frontier/trainer_hill.h,3079,nickname,BLAZIKEN,BLAZIKEN,,untranslated,,,dup_00102,,Trainer,Spoken Trainer Dialogue,HOLD_FOR_SCOPE_DECISION,HOLD,Phase F Trainer Waves,Not spoken Trainer dialogue; removed from locked Trainer scope.,PRESERVE_DATA,PRESERVE_DATA
dlg_e1313b5491429f41,trainer,trainer_dialogue,,,,,src/data/battle_frontier/trainer_hill.h,3099,nickname,CUBONE,CUBONE,,untranslated,,,dup_00161,,Trainer,Spoken Trainer Dialogue,HOLD_FOR_SCOPE_DECISION,HOLD,Phase F Trainer Waves,Not spoken Trainer dialogue; removed from locked Trainer scope.,PRESERVE_DATA,PRESERVE_DATA
dlg_cf6ab997c60c0fc0,trainer,trainer_dialogue,,,,,src/data/battle_frontier/trainer_hill.h,3118,nickname,BEEDRILL,BEEDRILL,,untranslated,,,dup_00086,,Trainer,Spoken Trainer Dialogue,HOLD_FOR_SCOPE_DECISION,HOLD,Phase F Trainer Waves,Not spoken Trainer dialogue; removed from locked Trainer scope.,PRESERVE_DATA,PRESERVE_DATA
dlg_d51d36283586a745,trainer,trainer_dialogue,,,,,src/data/battle_frontier/trainer_hill.h,3138,nickname,RATICATE,RATICATE,,untranslated,,,dup_00618,,Trainer,Spoken Trainer Dialogue,HOLD_FOR_SCOPE_DECISION,HOLD,Phase F Trainer Waves,Not spoken Trainer dialogue; removed from locked Trainer scope.,PRESERVE_DATA,PRESERVE_DATA
dlg_5269b67e0c2612fd,trainer,trainer_dialogue,,,,,src/data/battle_frontier/trainer_hill.h,3185,nickname,CHARMELEON,CHARMELEON,,untranslated,,,dup_00134,,Trainer,Spoken Trainer Dialogue,HOLD_FOR_SCOPE_DECISION,HOLD,Phase F Trainer Waves,Not spoken Trainer dialogue; removed from locked Trainer scope.,PRESERVE_DATA,PRESERVE_DATA
dlg_39ce8b4dbdd4f74e,trainer,trainer_dialogue,,,,,src/data/battle_frontier/trainer_hill.h,3204,nickname,WARTORTLE,WARTORTLE,,untranslated,,,dup_00839,,Trainer,Spoken Trainer Dialogue,HOLD_FOR_SCOPE_DECISION,HOLD,Phase F Trainer Waves,Not spoken Trainer dialogue; removed from locked Trainer scope.,PRESERVE_DATA,PRESERVE_DATA
dlg_21f3900e8dbd84df,trainer,trainer_dialogue,,,,,src/data/battle_frontier/trainer_hill.h,3224,nickname,IVYSAUR,IVYSAUR,,untranslated,,,dup_00369,,Trainer,Spoken Trainer Dialogue,HOLD_FOR_SCOPE_DECISION,HOLD,Phase F Trainer Waves,Not spoken Trainer dialogue; removed from locked Trainer scope.,PRESERVE_DATA,PRESERVE_DATA
dlg_c0f80e25a6db49e1,trainer,trainer_dialogue,,,,,src/data/battle_frontier/trainer_hill.h,3244,nickname,BAYLEEF,BAYLEEF,,untranslated,,,dup_00081,,Trainer,Spoken Trainer Dialogue,HOLD_FOR_SCOPE_DECISION,HOLD,Phase F Trainer Waves,Not spoken Trainer dialogue; removed from locked Trainer scope.,PRESERVE_DATA,PRESERVE_DATA
dlg_92aac7b88a518b70,trainer,trainer_dialogue,,,,,src/data/battle_frontier/trainer_hill.h,3264,nickname,CROCONAW,CROCONAW,,untranslated,,,dup_00160,,Trainer,Spoken Trainer Dialogue,HOLD_FOR_SCOPE_DECISION,HOLD,Phase F Trainer Waves,Not spoken Trainer dialogue; removed from locked Trainer scope.,PRESERVE_DATA,PRESERVE_DATA
dlg_e2a3fa5bf2d6cf6a,trainer,trainer_dialogue,,,,,src/data/battle_frontier/trainer_hill.h,3284,nickname,QUILAVA,QUILAVA,,untranslated,,,dup_00613,,Trainer,Spoken Trainer Dialogue,HOLD_FOR_SCOPE_DECISION,HOLD,Phase F Trainer Waves,Not spoken Trainer dialogue; removed from locked Trainer scope.,PRESERVE_DATA,PRESERVE_DATA
dlg_eece8d6bd2cf9cc9,trainer,trainer_dialogue,,,,,src/data/battle_frontier/trainer_hill.h,3316,nickname,SMOOCHUM,SMOOCHUM,,untranslated,,,dup_00703,,Trainer,Spoken Trainer Dialogue,HOLD_FOR_SCOPE_DECISION,HOLD,Phase F Trainer Waves,Not spoken Trainer dialogue; removed from locked Trainer scope.,PRESERVE_DATA,PRESERVE_DATA
dlg_1635501c9e1c52d9,trainer,trainer_dialogue,,,,,src/data/battle_frontier/trainer_hill.h,3336,nickname,AZURILL,AZURILL,,untranslated,,,dup_00049,,Trainer,Spoken Trainer Dialogue,HOLD_FOR_SCOPE_DECISION,HOLD,Phase F Trainer Waves,Not spoken Trainer dialogue; removed from locked Trainer scope.,PRESERVE_DATA,PRESERVE_DATA
dlg_f1b7aeed9f513f85,trainer,trainer_dialogue,,,,,src/data/battle_frontier/trainer_hill.h,3356,nickname,ELEKID,ELEKID,,untranslated,,,dup_00217,,Trainer,Spoken Trainer Dialogue,HOLD_FOR_SCOPE_DECISION,HOLD,Phase F Trainer Waves,Not spoken Trainer dialogue; removed from locked Trainer scope.,PRESERVE_DATA,PRESERVE_DATA
dlg_6d8b957df15a8798,trainer,trainer_dialogue,,,,,src/data/battle_frontier/trainer_hill.h,3376,nickname,CLEFFA,CLEFFA,,untranslated,,,dup_00146,,Trainer,Spoken Trainer Dialogue,HOLD_FOR_SCOPE_DECISION,HOLD,Phase F Trainer Waves,Not spoken Trainer dialogue; removed from locked Trainer scope.,PRESERVE_DATA,PRESERVE_DATA
dlg_2a80b8d55667292c,trainer,trainer_dialogue,,,,,src/data/battle_frontier/trainer_hill.h,3396,nickname,WYNAUT,WYNAUT,,untranslated,,,dup_00866,,Trainer,Spoken Trainer Dialogue,HOLD_FOR_SCOPE_DECISION,HOLD,Phase F Trainer Waves,Not spoken Trainer dialogue; removed from locked Trainer scope.,PRESERVE_DATA,PRESERVE_DATA
dlg_1b66ab06c74a3a94,trainer,trainer_dialogue,,,,,src/data/battle_frontier/trainer_hill.h,3416,nickname,MAGBY,MAGBY,,untranslated,,,dup_00455,,Trainer,Spoken Trainer Dialogue,HOLD_FOR_SCOPE_DECISION,HOLD,Phase F Trainer Waves,Not spoken Trainer dialogue; removed from locked Trainer scope.,PRESERVE_DATA,PRESERVE_DATA
dlg_d0916694bcf97010,trainer,trainer_dialogue,,,,,src/data/battle_frontier/trainer_hill.h,3463,nickname,SUDOWOODO,SUDOWOODO,,untranslated,,,dup_00733,,Trainer,Spoken Trainer Dialogue,HOLD_FOR_SCOPE_DECISION,HOLD,Phase F Trainer Waves,Not spoken Trainer dialogue; removed from locked Trainer scope.,PRESERVE_DATA,PRESERVE_DATA
dlg_3dbd3ee667026892,trainer,trainer_dialogue,,,,,src/data/battle_frontier/trainer_hill.h,3482,nickname,SLOWKING,SLOWKING,,untranslated,,,dup_00697,,Trainer,Spoken Trainer Dialogue,HOLD_FOR_SCOPE_DECISION,HOLD,Phase F Trainer Waves,Not spoken Trainer dialogue; removed from locked Trainer scope.,PRESERVE_DATA,PRESERVE_DATA
dlg_e5a06f9911986808,trainer,trainer_dialogue,,,,,src/data/battle_frontier/trainer_hill.h,3501,nickname,ENTEI,ENTEI,,untranslated,,,dup_00222,,Trainer,Spoken Trainer Dialogue,HOLD_FOR_SCOPE_DECISION,HOLD,Phase F Trainer Waves,Not spoken Trainer dialogue; removed from locked Trainer scope.,PRESERVE_DATA,PRESERVE_DATA
dlg_c3c85613f28aa9d6,trainer,trainer_dialogue,,,,,src/data/battle_frontier/trainer_hill.h,3520,nickname,HITMONCHAN,HITMONCHAN,,untranslated,,,dup_00299,,Trainer,Spoken Trainer Dialogue,HOLD_FOR_SCOPE_DECISION,HOLD,Phase F Trainer Waves,Not spoken Trainer dialogue; removed from locked Trainer scope.,PRESERVE_DATA,PRESERVE_DATA
dlg_db368ea995aa67d1,trainer,trainer_dialogue,,,,,src/data/battle_frontier/trainer_hill.h,3539,nickname,MANTINE,MANTINE,,untranslated,,,dup_00464,,Trainer,Spoken Trainer Dialogue,HOLD_FOR_SCOPE_DECISION,HOLD,Phase F Trainer Waves,Not spoken Trainer dialogue; removed from locked Trainer scope.,PRESERVE_DATA,PRESERVE_DATA
